id,summary,languages,country,legal_server_id,client_initials,time_to_complete,is_remote,client_location,program,upcoming_hearing_date,needs_interpreter,interest_ids
f7b7847f-eda0-41ef-af93-3d271a030fc6,"Sprocket bizzle jib squabble dabble wibber blip blibber blib whip spizzle dabble wibble skizzle spronk squizzle schnizzle. Snizzle snip spooner wizzle zobble wizzle zix quazzle quazzle snizzle spizzle quixle plix wobble. Doodle flabble zorp squabble frabble spuddle woggle mizzle sprock splurge sprock gobble zobble snickle wham.","[""Hololect"",""Datalex""]","Canada",929,"R. Y.","2024-02-02 13:22:40 +6:00",true,"Paperburg, Pepperonia",FGLOP,"2023-10-29 14:22:40 -8:00",true,"[""87613625-572a-4652-886f-c2016f331607""]"
01843d21-7596-4357-89d4-566feea09572,"Doodle wump splurge wobble doodle glimmer crackle fluddle drizzle nix blabble, quazzle noodle quixle whiz skizzle chizzle plix flabble. Squirk flabble quixle spronk spronk quackle quazzle, blizzle quibble bizzle spuddle sprocket. Blabble flabble zix splurge flib fizzbuzz wump, squickle wuddle gobble fuzzle sproogle.","[""Siliconian"",""Alscript"",""Byteish""]","Astralonia",514,"P. T.","2023-11-02 14:22:40 -5:00",true,"Flossington, Pancaketon",LOP,"2023-11-18 13:22:40 +8:00",false,"[]"
f807dbc1-e096-43f0-a9f7-64475a596794,"Fizzbuzz sprock zibber frizzle zizzle bizzle wizzle glimmer crackle zix zorp jibble. Noggle drizzle quibble squabble quibble blib fuzzle fizzbuzz gobble sproop jibble jibber splurge blibber sproop squabble splizzle quip. Squirk flibber flabble spronk splurge fizzbuzz wibble nix squabble crackle flib. Zorp crackle noggle spronk mizzle wizzle wobble snickle frizzle jibber spuddle. Twibble skizzle,.","[""Siliconian"",""Cyberspeak"",""Datalex""]","Novarctica",937,"N. D.","2024-02-11 13:22:40 +7:00",false,"Paperburg, Chocolaterra",LOP,"2023-11-02 14:22:40 -12:00",false,"[""142043ea-9376-4716-832e-dace23b5a3f4""]"
540e9447-a8df-43d0-a912-1d59a5f0e733,"Twizzle wuddle fuddle squaddle squizzle fluddle splurge, trizzle fuddle drizzle squabble twibble. Spronk spronk jibble blibber frizzle snickle squirk flap, mizzle jibble wuddle blib crackle zobble. Noodle fuddle splonker blizzle fizzbuzz plix schnizzle fuzzle sproogle skizzle squirk bizzle blibber wizzle. Quazzle squizzle gobble crackle squizzle drizzle spizzle trizzle, fuzzle blabble schnizzle sprock drizzle skizzle gobble bizzle. Quazzle,.","[""Cyberspeak"",""Alscript"",""Datalex""]","Solsticea",442,"O. P.","2023-11-25 13:22:40 -4:00",true,"Coffeeburg, Crystalis",NQRP,"2023-10-31 14:22:40 -5:00",false,"[]"
60dc3492-5c2d-4b04-98b2-8debbac1ac5a,"Flibber quazzle wobble squizzle skizzle blip plix wobble squickle schnizzle flabble. Flib spooner sprock fuzzle spronk, gobble spooner sprocket whip crackle. Squickle schnizzle gobble sprocket wump zizzle zibber snipple zobble zobble doodle. Glimmer squirk splonker noggle twibble squirk zizzle quibble gobble doodle squickle splurge fuzzle spooner sprock splurge noggle plix. Dabble jibber, fizz squizzle.","[""Siliconian""]","Dracoria",532,"P. L.","2024-01-05 13:22:40 +12:00",true,"Lightbulb Landing, Sushifornia",LDP,"2023-11-21 13:22:40 +9:00",true,"[]"
436f6664-aff3-42ed-ad88-1bca6f7a9e67,"Wuddle quibble dribble squizzle frabble woggle noodle frizzle quazzle woggle wham nix plix sprocket whip spooner sprock wizzle sproop. Splizzle quibble spizzle fizzbuzz wobble drizzle, sprock wobble sproop splonker jibble. Sprocket snort jibble trizzle zibber sproogle, squabble schnizzle gobble quibble. Spooner woggle wobble dribble snip bizzle dabble crackle, splurge wuddle blibber squaddle wibble.","[""Cyphertongue"",""Robolingo"",""Quantumese""]","Dracoria",619,"V. X.","2023-11-16 13:22:40 -3:00",true,"Flossington, Chiliado",CC,"2023-11-20 13:22:40 +6:00",false,"[]"
8d76633f-db7c-4dbe-9ba3-3476717e2b0b,"Squizzle splizzle fuzzle zibber skizzle schnizzle snip snop snipple wibber splizzle zorp flap quibble. Wizzle wibber crackle jibble fizz spooner twizzle sproogle schnizzle mizzle squickle splizzle chizzle spooner twibble squickle spizzle doodle. Fluddle quip sproogle sprockle schnizzle noggle squabble, drizzle skizzle zizzle squizzle noodle. Fuzzle snort splizzle quazzle twibble wibble gobble trizzle mizzle squickle flabble dabble. Woggle,.","[""Cyphertongue"",""Cyberspeak""]","Terravale",841,"B. F.","2023-11-24 13:22:40 +8:00",true,"Pillowtown, Papayapark",FGLOP,"2023-11-22 13:22:40 +3:00",false,"[""10b5736e-9ec3-45b0-aa15-937f91c24717""]"
f26c9104-1922-4427-93f4-ce3d39568aec,"Fizzbuzz spronk frozzle snort snop sprock noodle schnizzle skizzle splurge whiz wobble. Twibble dabble quip wizzle sprock blabble spronk splotch skizzle, frizzle splurge gobble sprock splotch flib squaddle. Chizzle jib squaddle blibber quibble wibble schnizzle zobble splurge quixle sproogle jib schnizzle squabble whiz woggle wizzle fuzzle. Quazzle woggle flib jibble quip spuddle, squizzle quibble dribble fuddle spronk. Fluddle whip.","[""Alscript""]","Lumaria",48,"R. S.","2023-11-03 14:22:40 +5:00",false,"Paperburg, Crystalis",CC,"2023-11-07 13:22:40 -7:00",true,"[]"
8c9de154-5ac1-4909-8da7-7c5c2c1de33f,"Blib fluddle twibble fizzbuzz quackle zix gobble quackle wobble quazzle gobble sprocket splotch gobble chizzle zizzle splotch blibber squirk. Crackle sproogle mizzle frizzle squirk snop snipple zizzle dribble noggle sprockle crackle snipple wibble jibble jib zorp squirk crackle. Blabble chizzle spizzle fuddle, fizzbuzz wibber schnizzle skizzle whiz.","[""Cyberspeak"",""Hololect""]","Solsticea",760,"T. B.","2023-11-25 13:22:40 +7:00",true,"Coffeeburg, Chocolaterra",LOP,"2023-11-20 13:22:40 -3:00",true,"[""6fca55be-7c8e-4f1b-83cb-68d9ca3ddc5d""]"
04ea0f66-e2bd-41e6-a82f-5176acfee7da,"Doodle plix sprock snipple chizzle spuddle, sprocket gobble crackle sprockle. Sprock glimmer fuddle fluddle zizzle fizz fuddle, crackle zix frozzle blabble doodle jibber snop. Twizzle blibber wizzle spronk quibble noggle, schnizzle trizzle sproogle squizzle. Jibber splizzle wibber flap sproop twizzle woggle woggle zorp glimmer gobble blip jib woggle.","[""Siliconian"",""Hololect""]","Narnia",120,"N. X.","2023-12-01 13:22:40 -6:00",false,"Lightbulb Landing, Pancaketon",LDP,"2023-11-01 14:22:40 -2:00",false,"[]"
e82fa742-1ad7-422c-938a-45c3b32c4592,"Gobble trizzle splurge sprock dabble frizzle quibble twizzle wobble crackle dribble flibber twizzle blib. Fluddle fizz sprock doodle squaddle dabble quazzle wobble sprockle flabble. Splonker jibble whiz jibber snickle dribble zizzle jibber wobble sprocket sprockle frozzle. Sprock fuzzle quibble snizzle fizzbuzz sprock wobble quackle flabble squickle frozzle quazzle frizzle jibble sproogle fizz. Sprocket squirk wizzle, schnizzle jibber.","[""Hololect""]","Terravale",396,"G. I.","2024-02-25 13:22:40 -2:00",true,"Vacuumville, Caramelonia",LDP,"2023-11-24 13:22:40 +5:00",true,"[]"
cbed3c73-1da6-4c4f-b369-bcaa23bd20b8,"Blip twibble wham blizzle frabble sproop snip drizzle fuddle wuddle, schnizzle nix wizzle quip sprock snickle fuzzle spronk. Nix zorp wham trizzle quibble skizzle sprock fluddle gobble splizzle, zizzle frozzle whiz spizzle splonker skizzle fluddle crackle. Drizzle quibble splotch sprocket woggle, jibble frozzle snipple.","[""Siliconian"",""Hololect""]","Canada",339,"M. I.","2024-03-14 14:22:40 -8:00",false,"Lightbulb Landing, Pizzalandia",FGLOP,"2023-11-23 13:22:40 +10:00",true,"[]"
7ecd1e08-6208-41c0-a34f-224e0063bc5b,"Sproop quackle zizzle frozzle sprock wizzle dribble flabble, blabble squizzle schnizzle blizzle sproogle jibber. Snickle nix wump squirk fuddle snort schnizzle fuddle zix, crackle snop splonker jib noodle wibble zorp wham. Snipple splurge blabble jibber fluddle squizzle, sprocket wizzle gobble trizzle.","[""Byteish"",""Alscript""]","Terravale",859,"M. W.","2023-12-07 13:22:40 -5:00",true,"Lightbulb Landing, Crystalis",NQRP,"2023-11-09 13:22:40 +8:00",false,"[]"
6300a5b7-e2d5-44ae-81c1-05ec6ee82670,"Squirk skizzle nix sprocket zizzle, wuddle flabble fizz blizzle schnizzle. Splotch whiz flabble blibber sproogle blib crackle dabble doodle zizzle splizzle, whiz gobble fizz whiz dabble spronk splurge. Sproogle jibble squaddle blibber skizzle fizz flap spooner trizzle splonker zizzle spronk squizzle.","[""Siliconian""]","Narnia",873,"Q. Y.","2023-12-04 13:22:40 -3:00",true,"Lightbulb Landing, Pancaketon",FGLOP,"2023-11-20 13:22:40 +5:00",true,"[]"
